656.0915,0.40266
656.0916,0.40199
656.0917,0.40236
656.0918,0.40278
656.0919,0.40297
656.092,0.40211
656.0921,0.40236
656.0922,0.4026
656.0923,0.40297
656.0924,0.40248
656.0925,0.40248
656.0926,0.40248
656.0927,0.40242
656.0928,0.4026
656.0929,0.40254
656.093,0.40236
656.0931,0.40229
656.0932,0.40242
656.0933,0.40266
656.0934,0.40278
656.0935,0.40236
656.0936,0.40278
656.0937,0.40248
656.0938,0.40254
656.0939,0.40254
656.094,0.40248
656.0941,0.4026
656.0942,0.40254
656.0943,0.4026
656.0944,0.40248
656.0945,0.40229
656.0946,0.40248
656.0947,0.40229
656.0948,0.40242
656.0949,0.40236
656.095,0.40236
656.0951,0.4026
656.0952,0.40236
656.0953,0.40248
656.0954,0.4026
656.0955,0.40229
656.0956,0.40278
656.0957,0.40284
656.0958,0.40254
656.0959,0.40254
656.096,0.40242
656.0961,0.40242
656.0962,0.40242
656.0963,0.40242
656.0964,0.40248
656.0965,0.40223
656.0966,0.4026
656.0967,0.40229
656.0968,0.4026
656.0969,0.40254
656.097,0.4026
656.0971,0.40229
656.0972,0.40242
656.0973,0.40242
656.0974,0.40272
656.0975,0.40248
656.0976,0.40266
656.0977,0.40229
656.0978,0.40254
656.0979,0.40242
656.098,0.40284
656.0981,0.40278
656.0982,0.4026
656.0983,0.40248
656.0984,0.40272
656.0985,0.40272
656.0986,0.40284
656.0987,0.40297
656.0988,0.4026
656.0989,0.40242
656.099,0.40266
656.0991,0.40266
656.0992,0.40242
656.0993,0.40309
656.0994,0.40266
656.0995,0.40236
656.0996,0.40278
656.0997,0.40217
656.0998,0.40266
656.0999,0.40236
656.1,0.40248
656.1001,0.4026
656.1002,0.40242
656.1003,0.40272
656.1004,0.40248
656.1005,0.4029
656.1006,0.40272
656.1007,0.40242
656.1008,0.40242
656.1009,0.40303
656.101,0.40272
656.1011,0.40242
656.1012,0.40272
656.1013,0.40242
656.1014,0.40229
656.1015,0.40339
656.1016,0.40248
656.1017,0.40303
656.1018,0.40284
656.1019,0.40248
656.102,0.40254
656.1021,0.4026
656.1022,0.40223
656.1023,0.40248
656.1024,0.40309
656.1025,0.40223
656.1026,0.40321
656.1027,0.40266
656.1028,0.40278
656.1029,0.4026
656.103,0.40266
656.1031,0.40266
656.1032,0.40272
656.1033,0.4029
656.1034,0.40272
656.1035,0.40272
656.1036,0.40272
656.1037,0.40327
656.1038,0.40236
656.1039,0.40327
656.104,0.40364
656.1041,0.40278
656.1042,0.40242
656.1043,0.40315
656.1044,0.40284
656.1045,0.40272
656.1046,0.40254
656.1047,0.40303
656.1048,0.40315
656.1049,0.40278
656.105,0.40272
656.1051,0.40272
656.1052,0.40303
656.1053,0.4029
656.1054,0.40327
656.1055,0.40272
656.1056,0.40236
656.1057,0.4029
656.1058,0.40321
656.1059,0.40248
656.106,0.40321
656.1061,0.40272
656.1062,0.40266
656.1063,0.40297
656.1064,0.40266
656.1065,0.40309
656.1066,0.40303
656.1067,0.4029
656.1068,0.40284
656.1069,0.40315
656.107,0.40303
656.1071,0.4029
656.1072,0.40303
656.1073,0.40309
656.1074,0.40297
656.1075,0.40303
656.1076,0.4026
656.1077,0.4029
656.1078,0.40315
656.1079,0.40272
656.108,0.4029
656.1081,0.40345
656.1082,0.4029
656.1083,0.40321
656.1084,0.40339
656.1085,0.40266
656.1086,0.40284
656.1087,0.40321
656.1088,0.40315
656.1089,0.4037
656.109,0.40278
656.1091,0.40309
656.1092,0.40382
656.1093,0.40284
656.1094,0.4037
656.1095,0.40315
656.1096,0.40303
656.1097,0.40254
656.1098,0.40297
656.1099,0.40309
656.11,0.40327
656.1101,0.40284
656.1102,0.40321
656.1103,0.40278
656.1104,0.40327
656.1105,0.40315
656.1106,0.40303
656.1107,0.40266
656.1108,0.40266
656.1109,0.40284
656.111,0.40333
656.1111,0.4037
656.1112,0.40333
656.1113,0.40315
656.1114,0.40351
656.1115,0.40345
656.1116,0.4029
656.1117,0.40351
656.1118,0.40333
656.1119,0.40351
656.112,0.40272
656.1121,0.40309
656.1122,0.4029
656.1123,0.40345
656.1124,0.404
656.1125,0.40315
656.1126,0.40351
656.1127,0.40303
656.1128,0.40278
656.1129,0.40376
656.113,0.40303
656.1131,0.4037
656.1132,0.40303
656.1133,0.40315
656.1134,0.40333
656.1135,0.40327
656.1136,0.40321
656.1137,0.40345
656.1138,0.40315
656.1139,0.40321
656.114,0.4037
656.1141,0.40309
656.1142,0.40376
656.1143,0.40388
656.1144,0.40358
656.1145,0.40303
656.1146,0.40358
656.1147,0.40345
656.1148,0.40339
656.1149,0.40327
656.115,0.40321
656.1151,0.40339
656.1152,0.40339
656.1153,0.4037
656.1154,0.40351
656.1155,0.40327
656.1156,0.40327
656.1157,0.40339
656.1158,0.40364
656.1159,0.40327
656.116,0.40339
656.1161,0.40315
656.1162,0.40419
656.1163,0.40358
656.1164,0.40321
656.1165,0.40364
656.1166,0.40297
656.1167,0.40327
656.1168,0.40327
656.1169,0.40339
656.117,0.40358
656.1171,0.40388
656.1172,0.40351
656.1173,0.40406
656.1174,0.40412
656.1175,0.40364
656.1176,0.40315
656.1177,0.40364
656.1178,0.40473
656.1179,0.40388
656.118,0.40364
656.1181,0.40376
656.1182,0.40333
656.1183,0.40382
656.1184,0.40425
656.1185,0.404
656.1186,0.40382
656.1187,0.40394
656.1188,0.40364
656.1189,0.40309
656.119,0.40406
656.1191,0.40388
656.1192,0.40412
656.1193,0.40388
656.1194,0.40449
656.1195,0.40394
656.1196,0.40364
656.1197,0.40315
656.1198,0.40425
656.1199,0.40364
656.12,0.40406
656.1201,0.40461
656.1202,0.40388
656.1203,0.40419
656.1204,0.40394
656.1205,0.40455
656.1206,0.40382
656.1207,0.40364
656.1208,0.40486
656.1209,0.4037
656.121,0.40333
656.1211,0.40321
656.1212,0.40412
656.1213,0.40425
656.1214,0.40473
656.1215,0.40382
656.1216,0.40358
656.1217,0.40419
656.1218,0.4029
656.1219,0.4037
656.122,0.40425
656.1221,0.404
656.1222,0.40461
656.1223,0.40364
656.1224,0.40327
656.1225,0.40455
656.1226,0.40473
656.1227,0.40461
656.1228,0.40412
656.1229,0.40437
656.123,0.40358
656.1231,0.40498
656.1232,0.40382
656.1233,0.404
656.1234,0.40449
656.1235,0.40467
656.1236,0.40443
656.1237,0.40406
656.1238,0.40412
656.1239,0.40467
656.124,0.40376
656.1241,0.40358
656.1242,0.40473
656.1243,0.40443
656.1244,0.40461
656.1245,0.40486
656.1246,0.40394
656.1247,0.40473
656.1248,0.40473
656.1249,0.4048
656.125,0.40437
656.1251,0.40455
656.1252,0.4048
656.1253,0.40516
656.1254,0.40516
656.1255,0.40504
656.1256,0.40522
656.1257,0.40406
656.1258,0.40516
656.1259,0.40504
656.126,0.40364
656.1261,0.40553
656.1262,0.40431
656.1263,0.40461
656.1264,0.40492
656.1265,0.40473
656.1266,0.40425
656.1267,0.40571
656.1268,0.40492
656.1269,0.40455
656.127,0.40528
656.1271,0.40541
656.1272,0.40394
656.1273,0.40657
656.1274,0.40486
656.1275,0.4065
656.1276,0.40486
656.1277,0.40486
656.1278,0.40486
656.1279,0.40467
656.128,0.40461
656.1281,0.40492
656.1282,0.4048
656.1283,0.40437
656.1284,0.40419
656.1285,0.40589
656.1286,0.40492
656.1287,0.40522
656.1288,0.40473
656.1289,0.40443
656.129,0.40535
656.1291,0.40528
656.1292,0.40528
656.1293,0.40626
656.1294,0.40498
656.1295,0.40541
656.1296,0.40553
656.1297,0.40473
656.1298,0.40565
656.1299,0.40626
656.13,0.40553
656.1301,0.40626
656.1302,0.40583
656.1303,0.40528
656.1304,0.40412
656.1305,0.40583
656.1306,0.40577
656.1307,0.4062
656.1308,0.40571
656.1309,0.40516
656.131,0.40602
656.1311,0.4048
656.1312,0.40571
656.1313,0.40467
656.1314,0.40443
656.1315,0.40589
656.1316,0.40535
656.1317,0.40498
656.1318,0.40589
656.1319,0.40504
656.132,0.40657
656.1321,0.40535
656.1322,0.40504
656.1323,0.40522
656.1324,0.40626
656.1325,0.40541
656.1326,0.40461
656.1327,0.40565
656.1328,0.40553
656.1329,0.40504
656.133,0.40596
656.1331,0.40583
656.1332,0.40583
656.1333,0.40486
656.1334,0.40589
656.1335,0.40614
656.1336,0.40657
656.1337,0.40528
656.1338,0.40602
656.1339,0.40657
656.134,0.40419
656.1341,0.40705
656.1342,0.40547
656.1343,0.40583
656.1344,0.40687
656.1345,0.40626
656.1346,0.40693
656.1347,0.40571
656.1348,0.40608
656.1349,0.40541
656.135,0.40577
656.1351,0.40516
656.1352,0.4062
656.1353,0.40541
656.1354,0.40687
656.1355,0.40699
656.1356,0.40705
656.1357,0.40516
656.1358,0.40565
656.1359,0.40663
656.136,0.40516
656.1361,0.40614
656.1362,0.40724
656.1363,0.40559
656.1364,0.40669
656.1365,0.40693
656.1366,0.40711
656.1367,0.4065
656.1368,0.40815
656.1369,0.40748
656.137,0.40626
656.1371,0.40699
656.1372,0.40718
656.1373,0.40748
656.1374,0.40614
656.1375,0.40522
656.1376,0.4073
656.1377,0.40687
656.1378,0.40754
656.1379,0.40602
656.138,0.4073
656.1381,0.40675
656.1382,0.40711
656.1383,0.40608
656.1384,0.40748
656.1385,0.40785
656.1386,0.40638
656.1387,0.40644
656.1388,0.40742
656.1389,0.40705
656.139,0.40614
656.1391,0.40833
656.1392,0.40766
656.1393,0.40815
656.1394,0.40693
656.1395,0.40663
656.1396,0.40699
656.1397,0.40577
656.1398,0.40693
656.1399,0.40699
656.14,0.40711
656.1401,0.40833
656.1402,0.40852
656.1403,0.40596
656.1404,0.40632
656.1405,0.40748
656.1406,0.40754
656.1407,0.40748
656.1408,0.40718
656.1409,0.40766
656.141,0.40742
656.1411,0.40748
656.1412,0.40864
656.1413,0.40785
656.1414,0.40815
656.1415,0.40602
656.1416,0.40986
656.1417,0.40815
656.1418,0.40699
656.1419,0.40766
656.142,0.40724
656.1421,0.40961
656.1422,0.40718
656.1423,0.40852
656.1424,0.40809
656.1425,0.40852
656.1426,0.40724
656.1427,0.40907
656.1428,0.4087
656.1429,0.40693
656.143,0.40724
656.1431,0.40852
656.1432,0.40766
656.1433,0.40791
656.1434,0.40827
656.1435,0.40974
656.1436,0.41016
656.1437,0.40858
656.1438,0.4084
656.1439,0.40772
656.144,0.40943
656.1441,0.40815
656.1442,0.40876
656.1443,0.40974
656.1444,0.40815
656.1445,0.40876
656.1446,0.40803
656.1447,0.40919
656.1448,0.40803
656.1449,0.40925
656.145,0.40852
656.1451,0.41096
656.1452,0.40882
656.1453,0.40766
656.1454,0.40961
656.1455,0.4087
656.1456,0.40785
656.1457,0.4098
656.1458,0.40675
656.1459,0.41022
656.146,0.40894
656.1461,0.40852
656.1462,0.40961
656.1463,0.40998
656.1464,0.40821
656.1465,0.40766
656.1466,0.40888
656.1467,0.40833
656.1468,0.4084
656.1469,0.41022
656.147,0.40949
656.1471,0.4084
656.1472,0.41096
656.1473,0.40919
656.1474,0.40797
656.1475,0.41169
656.1476,0.41004
656.1477,0.41004
656.1478,0.40797
656.1479,0.41151
656.148,0.40846
656.1481,0.40943
656.1482,0.4098
656.1483,0.40894
656.1484,0.41047
656.1485,0.40894
656.1486,0.41053
656.1487,0.41041
656.1488,0.4098
656.1489,0.40949
656.149,0.40852
656.1491,0.4123
656.1492,0.41083
656.1493,0.4112
656.1494,0.40949
656.1495,0.41047
656.1496,0.41157
656.1497,0.4098
656.1498,0.40968
656.1499,0.41047
656.15,0.40968
656.1501,0.40827
656.1502,0.4098
656.1503,0.4101
656.1504,0.41358
656.1505,0.40925
656.1506,0.4109
656.1507,0.41279
656.1508,0.41065
656.1509,0.40968
656.151,0.40943
656.1511,0.40913
656.1512,0.41047
656.1513,0.41175
656.1514,0.41218
656.1515,0.4126
656.1516,0.41327
656.1517,0.41065
656.1518,0.4101
656.1519,0.41022
656.152,0.41059
656.1521,0.41199
656.1522,0.41175
656.1523,0.41035
656.1524,0.41035
656.1525,0.41218
656.1526,0.41151
656.1527,0.41327
656.1528,0.41138
656.1529,0.4098
656.153,0.41181
656.1531,0.41151
656.1532,0.41291
656.1533,0.41218
656.1534,0.41541
656.1535,0.41279
656.1536,0.4123
656.1537,0.41303
656.1538,0.40961
656.1539,0.41364
656.154,0.41132
656.1541,0.41138
656.1542,0.41248
656.1543,0.41346
656.1544,0.41309
656.1545,0.41376
656.1546,0.41309
656.1547,0.4126
656.1548,0.40931
656.1549,0.41327
656.155,0.4123
656.1551,0.41267
656.1552,0.41059
656.1553,0.4109
656.1554,0.41218
656.1555,0.41388
656.1556,0.41187
656.1557,0.41102
656.1558,0.41248
656.1559,0.41425
656.156,0.41382
656.1561,0.41291
656.1562,0.41273
656.1563,0.41236
656.1564,0.4126
656.1565,0.40937
656.1566,0.41242
656.1567,0.4137
656.1568,0.41212
656.1569,0.41218
656.157,0.41358
656.1571,0.41419
656.1572,0.4126
656.1573,0.41376
656.1574,0.41224
656.1575,0.4112
656.1576,0.41077
656.1577,0.41303
656.1578,0.41395
656.1579,0.41395
656.158,0.41364
656.1581,0.41327
656.1582,0.41401
656.1583,0.41169
656.1584,0.41285
656.1585,0.41334
656.1586,0.41352
656.1587,0.41456
656.1588,0.41224
656.1589,0.41492
656.159,0.41431
656.1591,0.41468
656.1592,0.41462
656.1593,0.41492
656.1594,0.41413
656.1595,0.41425
656.1596,0.41401
656.1597,0.41206
656.1598,0.41474
656.1599,0.4137
656.16,0.41541
656.1601,0.4134
656.1602,0.41212
656.1603,0.41224
656.1604,0.41382
656.1605,0.41321
656.1606,0.41212
656.1607,0.41212
656.1608,0.41474
656.1609,0.40986
656.161,0.41535
656.1611,0.41175
656.1612,0.41376
656.1613,0.41388
656.1614,0.41401
656.1615,0.41321
656.1616,0.41303
656.1617,0.41449
656.1618,0.41169
656.1619,0.41401
656.162,0.41327
656.1621,0.41657
656.1622,0.41449
656.1623,0.41163
656.1624,0.41456
656.1625,0.41132
656.1626,0.41352
656.1627,0.41327
656.1628,0.41407
656.1629,0.41285
656.163,0.41285
656.1631,0.41138
656.1632,0.41267
656.1633,0.41157
656.1634,0.41218
656.1635,0.41413
656.1636,0.4123
656.1637,0.41285
656.1638,0.41334
656.1639,0.41413
656.164,0.41163
656.1641,0.41431
656.1642,0.41291
656.1643,0.41242
656.1644,0.41462
656.1645,0.41212
656.1646,0.4126
656.1647,0.41498
656.1648,0.41413
656.1649,0.41126
656.165,0.41236
656.1651,0.41077
656.1652,0.4137
656.1653,0.40913
656.1654,0.41462
656.1655,0.41327
656.1656,0.41474
656.1657,0.4134
656.1658,0.41041
656.1659,0.4134
656.166,0.41492
656.1661,0.41242
656.1662,0.41327
656.1663,0.41157
656.1664,0.41212
656.1665,0.41224
656.1666,0.41449
656.1667,0.4126
656.1668,0.41163
656.1669,0.41309
656.167,0.41388
656.1671,0.41206
656.1672,0.41163
656.1673,0.41138
656.1674,0.40961
656.1675,0.41224
656.1676,0.4112
656.1677,0.41132
656.1678,0.41199
656.1679,0.41096
656.168,0.4134
656.1681,0.41254
656.1682,0.41364
656.1683,0.41248
656.1684,0.41468
656.1685,0.41035
656.1686,0.41059
656.1687,0.41212
656.1688,0.41218
656.1689,0.41029
656.169,0.41236
656.1691,0.41029
656.1692,0.41358
656.1693,0.4123
656.1694,0.41248
656.1695,0.41096
656.1696,0.41083
656.1697,0.41376
656.1698,0.40913
656.1699,0.41236
656.17,0.4126
656.1701,0.41364
656.1702,0.41236
656.1703,0.41132
656.1704,0.41218
656.1705,0.41138
656.1706,0.41114
656.1707,0.41242
656.1708,0.41407
656.1709,0.41199
656.171,0.40998
656.1711,0.4126
656.1712,0.41279
656.1713,0.40992
656.1714,0.40961
656.1715,0.41132
656.1716,0.41163
656.1717,0.41206
656.1718,0.41096
656.1719,0.41096
656.172,0.41273
656.1721,0.40882
656.1722,0.41108
656.1723,0.41071
656.1724,0.41151
656.1725,0.41126
656.1726,0.41169
656.1727,0.409
656.1728,0.41254
656.1729,0.40961
656.173,0.41187
656.1731,0.41016
656.1732,0.41071
656.1733,0.41102
656.1734,0.41096
656.1735,0.4101
656.1736,0.4123
656.1737,0.40943
656.1738,0.40791
656.1739,0.4098
656.174,0.41059
656.1741,0.40974
656.1742,0.41169
656.1743,0.40742
656.1744,0.40998
656.1745,0.40937
656.1746,0.40937
656.1747,0.40882
656.1748,0.41096
656.1749,0.40876
656.175,0.409
656.1751,0.40913
656.1752,0.41096
656.1753,0.41047
656.1754,0.40876
656.1755,0.40681
656.1756,0.40809
656.1757,0.40785
656.1758,0.41096
656.1759,0.41035
656.176,0.41029
656.1761,0.40827
656.1762,0.4087
656.1763,0.40809
656.1764,0.41041
656.1765,0.40955
656.1766,0.40827
656.1767,0.40852
656.1768,0.40797
656.1769,0.40882
656.177,0.40852
656.1771,0.40785
656.1772,0.4073
656.1773,0.4084
656.1774,0.40718
656.1775,0.40754
656.1776,0.409
656.1777,0.40852
656.1778,0.40864
656.1779,0.40669
656.178,0.40657
656.1781,0.40815
656.1782,0.4062
656.1783,0.40846
656.1784,0.40742
656.1785,0.40644
656.1786,0.40736
656.1787,0.40742
656.1788,0.40858
656.1789,0.40699
656.179,0.40687
656.1791,0.40663
656.1792,0.40657
656.1793,0.40687
656.1794,0.40589
656.1795,0.40589
656.1796,0.40693
656.1797,0.40736
656.1798,0.4065
656.1799,0.40693
656.18,0.40626
656.1801,0.40718
656.1802,0.40583
656.1803,0.40528
656.1804,0.40724
656.1805,0.40596
656.1806,0.40553
656.1807,0.40669
656.1808,0.40583
656.1809,0.40614
656.181,0.40492
656.1811,0.40461
656.1812,0.40669
656.1813,0.40504
656.1814,0.40547
656.1815,0.40455
656.1816,0.40553
656.1817,0.40541
656.1818,0.40553
656.1819,0.40589
656.182,0.40626
656.1821,0.40425
656.1822,0.40431
656.1823,0.40541
656.1824,0.40516
656.1825,0.40498
656.1826,0.40492
656.1827,0.40492
656.1828,0.40449
656.1829,0.40486
656.183,0.40547
656.1831,0.40577
656.1832,0.40504
656.1833,0.4051
656.1834,0.40553
656.1835,0.40608
656.1836,0.40461
656.1837,0.40492
656.1838,0.40419
656.1839,0.40382
656.184,0.40351
656.1841,0.404
656.1842,0.40486
656.1843,0.40559
656.1844,0.40492
656.1845,0.404
656.1846,0.40388
656.1847,0.40412
656.1848,0.40406
656.1849,0.40425
656.185,0.40425
656.1851,0.40486
656.1852,0.40473
656.1853,0.40419
656.1854,0.4048
656.1855,0.40419
656.1856,0.40388
656.1857,0.40473
656.1858,0.40339
656.1859,0.40394
656.186,0.40406
656.1861,0.40412
656.1862,0.4037
656.1863,0.40388
656.1864,0.40358
656.1865,0.40358
656.1866,0.40394
656.1867,0.4037
656.1868,0.40461
656.1869,0.40376
656.187,0.4037
656.1871,0.40284
656.1872,0.40345
656.1873,0.40431
656.1874,0.40419
656.1875,0.40364
656.1876,0.40315
656.1877,0.40309
656.1878,0.40351
656.1879,0.40382
656.188,0.40394
656.1881,0.40412
656.1882,0.40303
656.1883,0.40345
656.1884,0.40364
656.1885,0.40376
656.1886,0.40376
656.1887,0.40339
656.1888,0.40351
656.1889,0.4037
656.189,0.40303
656.1891,0.40333
656.1892,0.40345
656.1893,0.40303
656.1894,0.40309
656.1895,0.40315
656.1896,0.40315
656.1897,0.40376
656.1898,0.4037
656.1899,0.40333
656.19,0.40309
656.1901,0.40321
656.1902,0.40266
656.1903,0.40358
656.1904,0.40345
656.1905,0.40284
656.1906,0.40333
656.1907,0.40303
656.1908,0.40315
656.1909,0.40345
656.191,0.40351
656.1911,0.40382
656.1912,0.40248
656.1913,0.40297
656.1914,0.40309
656.1915,0.40284
656.1916,0.40315
656.1917,0.40358
656.1918,0.40284
656.1919,0.40272
656.192,0.40284
656.1921,0.40254
656.1922,0.4029
656.1923,0.40297
656.1924,0.40315
656.1925,0.40272
656.1926,0.4026
656.1927,0.40309
656.1928,0.40284
656.1929,0.40309
656.193,0.40278
656.1931,0.40297
656.1932,0.40272
656.1933,0.40272
656.1934,0.40315
656.1935,0.40315
656.1936,0.40284
656.1937,0.40309
656.1938,0.40278
656.1939,0.40303
656.194,0.40236
656.1941,0.40248
656.1942,0.40333
656.1943,0.4026
656.1944,0.40248
656.1945,0.4026
656.1946,0.40309
656.1947,0.40297
656.1948,0.4026
656.1949,0.4029
656.195,0.40217
656.1951,0.40254
656.1952,0.4029
656.1953,0.40266
656.1954,0.40266
656.1955,0.40315
656.1956,0.40254
656.1957,0.40229
656.1958,0.40278
656.1959,0.4026
656.196,0.40266
656.1961,0.40284
656.1962,0.40248
656.1963,0.40272
656.1964,0.40205
656.1965,0.40284
656.1966,0.40254
656.1967,0.40248
656.1968,0.40266
656.1969,0.40254
656.197,0.40229
656.1971,0.40272
656.1972,0.40242
656.1973,0.40242
656.1974,0.40236
656.1975,0.40217
656.1976,0.40272
656.1977,0.40254
656.1978,0.40248
656.1979,0.40248
656.198,0.40284
656.1981,0.40266
656.1982,0.40266
656.1983,0.40254
656.1984,0.40272
656.1985,0.40272
656.1986,0.40309
656.1987,0.40223
656.1988,0.40248
656.1989,0.40248
656.199,0.40266
656.1991,0.4029
656.1992,0.40315
656.1993,0.4026
656.1994,0.4026
656.1995,0.40272
656.1996,0.40266
656.1997,0.40248
656.1998,0.40254
656.1999,0.40242
656.2,0.40254
